,name,address,link,details,n_students,neighborhood,type
5008,Juliana van Stolbergschool,Woeringenlaan 20,/basisscholen/waalwijk/9275/juliana-van-stolbergschool/,Prot. christelijkBasisonderwijs381 leerlingen,381,Waalwijk,Middle School
5009,OBS VILLA VLINDERHOF kindcentrum,Cornelis Verhoevenstraat 25,/basisscholen/waalwijk/10192/obs-villa-vlinderhof-kindcentrum/,OpenbaarBasisonderwijs513 leerlingen,513,Waalwijk,Middle School
5010,Openbare Basisschool Van der Heijden,Mendelssohnstraat 59,/basisscholen/waalwijk/10193/openbare-basisschool-van-der-heijden/,OpenbaarBasisonderwijs68 leerlingenOntwikkelingsgericht Onderwijs,68,Waalwijk,Middle School
5011,Openbare Basisschool de Hoef & Hugo,postadres: Burg. Teijssenlaan 33,/basisscholen/waalwijk/10196/openbare-basisschool-de-hoef-en-hugo/,OpenbaarBasisonderwijs362 leerlingen,362,Waalwijk,Middle School
5012,SSBO Het Zilverlicht,Rembrandtpark 67,/basisscholen/waalwijk/8074/ssbo-het-zilverlicht/,KatholiekSpeciaal basisonderwijs148 leerlingen,148,Waalwijk,Middle School
5013,RK Basisschool Teresia,Wilhelminastraat 6,/basisscholen/waalwijk/11882/rk-basisschool-teresia/,KatholiekBasisonderwijs233 leerlingen,233,Waalwijk,Middle School
5014,Rooms Katholieke Basisschool Besoyen,Van Duvenvoordestraat 13,/basisscholen/waalwijk/11885/rooms-katholieke-basisschool-besoyen/,KatholiekBasisonderwijs321 leerlingen,321,Waalwijk,Middle School
5015,RK Basisschool Meerdijk,Frans Halslaan 17,/basisscholen/waalwijk/11888/rk-basisschool-meerdijk/,KatholiekBasisonderwijs179 leerlingen,179,Waalwijk,Middle School
5016,Basisschool Pater van der Geld,Mendelssohnstraat 59,/basisscholen/waalwijk/11889/basisschool-pater-van-der-geld/,KatholiekBasisonderwijs293 leerlingen,293,Waalwijk,Middle School
5017,RK Basisschool Pieter Wijten,Kastanjestraat 2,/basisscholen/waalwijk/11890/rk-basisschool-pieter-wijten/,KatholiekBasisonderwijs107 leerlingen,107,Waalwijk,Middle School
5018,Basisschool Baardwijk,Balade 7,/basisscholen/waalwijk/8080/basisschool-baardwijk/,KatholiekBasisonderwijs160 leerlingen,160,Waalwijk,Middle School
5019,Nederlands Hervormde Basisschool Bethel,Lindengaarde 17a,/basisscholen/waddinxveen/8265/nederlands-hervormde-basisschool-bethel/,Prot. christelijkBasisonderwijs284 leerlingen,284,Waddinxveen,Middle School
5020,Rehobothschool,Sperwerhoek 4,/basisscholen/waddinxveen/8266/rehobothschool/,Prot. christelijkBasisonderwijs286 leerlingen,286,Waddinxveen,Middle School
5021,Basisschool De Regenboog,Willem de Zwijgerlaan 55,/basisscholen/waddinxveen/5410/basisschool-de-regenboog/,KatholiekBasisonderwijs229 leerlingen,229,Waddinxveen,Middle School
5022,De KAS-Kindcentrum,Zuidplashof 1,/basisscholen/waddinxveen/5412/de-kas-kindcentrum/,KatholiekBasisonderwijs342 leerlingen,342,Waddinxveen,Middle School
5023,Basisschool Theo Thijssen,Kerkweg-Oost 230,/basisscholen/waddinxveen/6541/basisschool-theo-thijssen/,OpenbaarBasisonderwijs330 leerlingen,330,Waddinxveen,Middle School
5024,Basisschool Dick Bruna,Parklaan 3,/basisscholen/waddinxveen/6543/basisschool-dick-bruna/,OpenbaarBasisonderwijs569 leerlingenOntwikkelingsgericht Onderwijs,569,Waddinxveen,Middle School
5025,Kleurrijk,Jacob Catslaan 3,/basisscholen/waddinxveen/10848/kleurrijk/,Prot. christelijkBasisonderwijs108 leerlingen,108,Waddinxveen,Middle School
5026,Koning Willem-Alexander-school,Willem de Zwijgerlaan 53,/basisscholen/waddinxveen/8490/koning-willem-alexander-school/,Prot. christelijkBasisonderwijs242 leerlingen,242,Waddinxveen,Middle School
5027,Christelijke basisschool TOV,Parklaan 7,/basisscholen/waddinxveen/12226/christelijke-basisschool-tov/,Prot. christelijkBasisonderwijs327 leerlingen,327,Waddinxveen,Middle School
5028,Rooms Katholieke Basisschool St Jozef,Dolderstraat 58,/basisscholen/wageningen/8916/rooms-katholieke-basisschool-st-jozef/,KatholiekBasisonderwijs215 leerlingenJenaplan,215,Wageningen,Middle School
5029,Kardinaal Alfrink-School,Tarthorst 292,/basisscholen/wageningen/5034/kardinaal-alfrink-school/,KatholiekBasisonderwijs152 leerlingenDalton,152,Wageningen,Middle School
5030,Vrijeschool De Zwaneridder,Arboretumlaan 1 a,/basisscholen/wageningen/5916/vrijeschool-de-zwaneridder/,Algemeen bijzonderBasisonderwijs179 leerlingenVrijeschool,179,Wageningen,Middle School
5031,Margrietschool voor Christelijk Basisonderwijs,Zeemanstraat 1,/basisscholen/wageningen/10277/margrietschool-voor-christelijk-basisonderwijs/,Prot. christelijkBasisonderwijs198 leerlingen,198,Wageningen,Middle School
5032,Basisschool De Bijenkorf,Buurtseweg 1,/basisscholen/wageningen/6328/basisschool-de-bijenkorf/,Prot. christelijkBasisonderwijs107 leerlingen,107,Wageningen,Middle School
5033,Johan Frisoschool voor Christelijk Basisonderwijs,Hooilandplein 44,/basisscholen/wageningen/6329/johan-frisoschool-voor-christelijk-basisonderwijs/,Prot. christelijkBasisonderwijs282 leerlingen,282,Wageningen,Middle School
5034,Montessorischool Wageningen,Jagerskamp 121,/basisscholen/wageningen/6331/montessorischool-wageningen/,OpenbaarBasisonderwijs272 leerlingenMontessori,272,Wageningen,Middle School
5035,De Tarthorst,Tarthorst 4,/basisscholen/wageningen/6332/de-tarthorst/,OpenbaarBasisonderwijs156 leerlingen,156,Wageningen,Middle School
5036,De Wereld,Schaepmanstraat 161,/basisscholen/wageningen/10282/de-wereld/,OpenbaarBasisonderwijs134 leerlingen,134,Wageningen,Middle School
5037,SBO 'de Dijk',Marijkeweg 1,/basisscholen/wageningen/10283/sbo-de-dijk/,OpenbaarSpeciaal basisonderwijs91 leerlingen,91,Wageningen,Middle School
5038,Openbare Basisschool de Nijenoord,Hooilandplein 47,/basisscholen/wageningen/6333/openbare-basisschool-de-nijenoord/,OpenbaarBasisonderwijs323 leerlingen,323,Wageningen,Middle School
5039,H J Piekschool,Roghorst 94,/basisscholen/wageningen/8003/h-j-piekschool/,Algemeen bijzonderBasisonderwijs228 leerlingen,228,Wageningen,Middle School
5040,G J Van Den Brinkschool,Oude Eekmolenweg 30,/basisscholen/wageningen/8641/g-j-van-den-brinkschool/,Algemeen bijzonderBasisonderwijs242 leerlingen,242,Wageningen,Middle School
5041,Jan Ligthartschool,Fazantenstraat 7,/basisscholen/wapenveld/6031/jan-ligthartschool/,OpenbaarBasisonderwijs114 leerlingenDalton,114,Wapenveld,Middle School
5042,Basisschool De Lichtbron,Vinkenweg 8,/basisscholen/wapenveld/12358/basisschool-de-lichtbron/,Prot. christelijkBasisonderwijs171 leerlingen,171,Wapenveld,Middle School
5043,cbs De Parel,Klapperdijk 35,/basisscholen/wapenveld/8607/cbs-de-parel/,Prot. christelijkBasisonderwijs167 leerlingen,167,Wapenveld,Middle School
5044,OBS F.H. Jansenius de Vries,De Volle Handt 1,/basisscholen/warffum/4684/obs-fh-jansenius-de-vries/,OpenbaarBasisonderwijs75 leerlingen,75,Warffum,Middle School
5045,Christelijke Basisschool De Rank,De Volle Handt 1,/basisscholen/warffum/9867/christelijke-basisschool-de-rank/,Prot. christelijkBasisonderwijs37 leerlingenDalton/Jenaplan,37,Warffum,Middle School
5046,Chr Basisschool Arcade,Het Horseler 1,/basisscholen/warnsveld/9612/chr-basisschool-arcade/,Prot. christelijkBasisonderwijs232 leerlingen,232,Warnsveld,Middle School
5047,Kindcentrum Adriaan van den Ende,Klaprooslaan 2,/basisscholen/warnsveld/6660/kindcentrum-adriaan-van-den-ende/,OpenbaarBasisonderwijs302 leerlingen,302,Warnsveld,Middle School
5048,Openbare Basisschool De Fontein,Karskamp 2,/basisscholen/warnsveld/6669/openbare-basisschool-de-fontein/,OpenbaarBasisonderwijs151 leerlingen,151,Warnsveld,Middle School
5049,Daltonschool de Morgenzon,Landweer 2,/basisscholen/warnsveld/11455/daltonschool-de-morgenzon/,KatholiekBasisonderwijs80 leerlingen,80,Warnsveld,Middle School
5050,Christelijke Basisschool De Paadwizer,Willem Kroezestraat 6 b,/basisscholen/waskemeer/5971/christelijke-basisschool-de-paadwizer/,Prot. christelijkBasisonderwijs71 leerlingen,71,Waskemeer,Middle School
5051,Kievietschool voor Basisonderwijs,Buurtweg 16,/basisscholen/wassenaar/8903/kievietschool-voor-basisonderwijs/,Algemeen bijzonderBasisonderwijs204 leerlingen,204,Wassenaar,Middle School
5052,Vereniging Nutsschool Wassenaar,Zijllaan 39,/basisscholen/wassenaar/5188/vereniging-nutsschool-wassenaar/,Algemeen bijzonderBasisonderwijs233 leerlingen,233,Wassenaar,Middle School
5053,Bloemcampschool,Bloemcamplaan 52,/basisscholen/wassenaar/11152/bloemcampschool/,OpenbaarBasisonderwijs413 leerlingen,413,Wassenaar,Middle School
5054,Basisschool Sint Jan Baptist,Anemonenweg 17,/basisscholen/wassenaar/11831/basisschool-sint-jan-baptist/,KatholiekBasisonderwijs202 leerlingen,202,Wassenaar,Middle School
5055,St. Bonifaciusschool,Kloosterland 5,/basisscholen/wassenaar/11832/st-bonifaciusschool/,KatholiekBasisonderwijs225 leerlingen,225,Wassenaar,Middle School
5056,Basisschool Sint Jozef,Thorbeckestraat 37,/basisscholen/wassenaar/11833/basisschool-sint-jozef/,KatholiekBasisonderwijs228 leerlingen,228,Wassenaar,Middle School
5057,Basisschool Herenweg,Herenweg 4,/basisscholen/wassenaar/8192/basisschool-herenweg/,Prot. christelijkBasisonderwijs391 leerlingen,391,Wassenaar,Middle School
5058,Montessorischool,Zanderijpad 10,/basisscholen/wassenaar/12402/montessorischool/,Algemeen bijzonderBasisonderwijs133 leerlingenMontessori,133,Wassenaar,Middle School
5059,so en vso Widdonckschool Weert,Beatrixlaan 3B,/basisscholen/weert/5723/so-en-vso-widdonckschool-weert/,KatholiekSpeciaal onderwijs37 leerlingen,37,Weert,Middle School
5060,Montessorischool Weert,Wiekendreef 101,/basisscholen/weert/9721/montessorischool-weert/,Algemeen bijzonderBasisonderwijs276 leerlingenMontessori,276,Weert,Middle School
5061,Vrije School,Kazernelaan 101 M24,/basisscholen/weert/26633/vrije-school/,Algemeen bijzonderBasisonderwijs8 leerlingen,8,Weert,Middle School
5062,Brede school Markeent,Sint Jozefslaan 102,/basisscholen/weert/11356/brede-school-markeent/,KatholiekBasisonderwijs243 leerlingen,243,Weert,Middle School
5063,Openbare Basisschool De Uitkijktoren,Meidoornstraat 2,/basisscholen/weert/11357/openbare-basisschool-de-uitkijktoren/,OpenbaarBasisonderwijs111 leerlingen,111,Weert,Middle School
5064,Brede school Moesel,Stadhouderslaan 21,/basisscholen/weert/7549/brede-school-moesel/,KatholiekBasisonderwijs288 leerlingen,288,Weert,Middle School
5065,KindCentrum Altweerterheide,Herenvennenweg 2,/basisscholen/weert/7550/kindcentrum-altweerterheide/,KatholiekBasisonderwijs67 leerlingen,67,Weert,Middle School
5066,Openbare basisschool de Graswinkel,Graswinkellaan 7-9,/basisscholen/weert/7551/openbare-basisschool-de-graswinkel/,OpenbaarBasisonderwijs285 leerlingenJeelo,285,Weert,Middle School
5067,Openbare Basisschool Molenakker,Oude Laarderweg 15,/basisscholen/weert/7552/openbare-basisschool-molenakker/,OpenbaarBasisonderwijs392 leerlingen,392,Weert,Middle School
5068,Maaskei - so,Beatrixlaan 3 a,/basisscholen/weert/23495/maaskei-so/,KatholiekSpeciaal onderwijs36 leerlingen,36,Weert,Middle School
5069,School voor Speciaal Basisonderwijs Het Palet,Beatrixlaan 1,/basisscholen/weert/7851/school-voor-speciaal-basisonderwijs-het-palet/,KatholiekSpeciaal basisonderwijs106 leerlingenOntwikkelingsgericht Onderwijs,106,Weert,Middle School
5070,Basisschool Swartbroek,Bertiliastraat 1,/basisscholen/weert/7852/basisschool-swartbroek/,KatholiekBasisonderwijs37 leerlingen,37,Weert,Middle School
5071,IKC Laar,Aldenheerd 10,/basisscholen/weert/7853/ikc-laar/,KatholiekBasisonderwijs185 leerlingen,185,Weert,Middle School
5072,Basisschool Tungelder,St. Barbaraplein 2 A,/basisscholen/weert/7854/basisschool-tungelder/,KatholiekBasisonderwijs87 leerlingen,87,Weert,Middle School
5073,Basisschool Aan de Bron,Maaslandlaan 1,/basisscholen/weert/7855/basisschool-aan-de-bron/,KatholiekBasisonderwijs304 leerlingen,304,Weert,Middle School
5074,Basisschool de Kameleon,Mariënhagelaan 2,/basisscholen/weert/7860/basisschool-de-kameleon/,KatholiekBasisonderwijs119 leerlingen,119,Weert,Middle School
5075,IKC Leuken,Middelstestraat 77,/basisscholen/weert/7862/ikc-leuken/,KatholiekBasisonderwijs470 leerlingen,470,Weert,Middle School
5076,Odaschool voor basisonderwijs Boshoven Weert,Anjelierstraat 9,/basisscholen/weert/7863/odaschool-voor-basisonderwijs-boshoven-weert/,KatholiekBasisonderwijs339 leerlingen,339,Weert,Middle School
5077,Onderwijsexpertise de Wijnberg SO - VSO,Beatrixlaan 3C,/basisscholen/weert/8583/onderwijsexpertise-de-wijnberg-so-vso/,OverigeSpeciaal onderwijs7 leerlingen,7,Weert,Middle School
5078,Jozefschool/ De Nieuwe Jozef,Fort Diemerdamstraat 69,/basisscholen/weesp/25282/jozefschool-de-nieuwe-jozef/,KatholiekBasisonderwijs414 leerlingen,414,Weesp,Middle School
5079,Openbare Basisschool De Triangel,Singel 6,/basisscholen/weesp/10028/openbare-basisschool-de-triangel/,OpenbaarBasisonderwijs191 leerlingen,191,Weesp,Middle School
5080,Basisschool Wisperweide,Schoolpad 1-3,/basisscholen/weesp/6117/basisschool-wisperweide/,SamenwerkingBasisonderwijs308 leerlingen,308,Weesp,Middle School
5081,Van der Muelen- Vastwijkschool,Singel 4,/basisscholen/weesp/6801/van-der-muelen-vastwijkschool/,Prot. christelijkBasisonderwijs422 leerlingen,422,Weesp,Middle School
5082,Brede School Kors Breijer,Papelaan 122 A,/basisscholen/weesp/6802/brede-school-kors-breijer/,Prot. christelijkBasisonderwijs334 leerlingen,334,Weesp,Middle School
5083,Brede School Weesperrijk,Fort Diemerdamstraat 73,/basisscholen/weesp/25545/brede-school-weesperrijk/,OpenbaarBasisonderwijs279 leerlingen,279,Weesp,Middle School
5084,Christelijke basisschool De Spoorzoeker,Cotoneasterstraat 19,/basisscholen/wezep/8696/christelijke-basisschool-de-spoorzoeker/,Prot. christelijkBasisonderwijs224 leerlingen,224,Wezep,Middle School
5085,De Uilenhorst katholieke brede school,Noordsingel 72,/basisscholen/wezep/9396/de-uilenhorst-katholieke-brede-school/,KatholiekBasisonderwijs136 leerlingen,136,Wezep,Middle School
5086,De Wereldweide,Clematisstraat 10,/basisscholen/wezep/9951/de-wereldweide/,OpenbaarBasisonderwijs51 leerlingenDalton,51,Wezep,Middle School
5087,Christelijke Basisschool De Rank,Ruitersveldweg 10,/basisscholen/wezep/10302/christelijke-basisschool-de-rank/,Prot. christelijkBasisonderwijs177 leerlingen,177,Wezep,Middle School
5088,Christelijke Basisschool De Bron,Cotoneasterstraat 19b,/basisscholen/wezep/10303/christelijke-basisschool-de-bron/,Prot. christelijkBasisonderwijs187 leerlingen,187,Wezep,Middle School
5089,Christelijk Kindcentrum De Schaapskooi,Veluwelaan 8,/basisscholen/wezep/24740/christelijk-kindcentrum-de-schaapskooi/,Prot. christelijkBasisonderwijs310 leerlingen,310,Wezep,Middle School
5090,Basisschool Widerode,Marjoleinlaan 41,/basisscholen/wierden/25905/basisschool-widerode/,OpenbaarBasisonderwijs212 leerlingen,212,Wierden,Middle School
5091,PC Basisschool Het Laar,Eikenlaan 3,/basisscholen/wierden/6341/pc-basisschool-het-laar/,Prot. christelijkBasisonderwijs162 leerlingen,162,Wierden,Middle School
5092,Mariaschool,Bongerd 1,/basisscholen/wierden/8020/mariaschool/,KatholiekBasisonderwijs114 leerlingen,114,Wierden,Middle School
5093,Het Galjoen,Kruizemunthof 4,/basisscholen/wierden/8021/het-galjoen/,KatholiekBasisonderwijs333 leerlingen,333,Wierden,Middle School
5094,De Morgenster,Kruizemunthof 10,/basisscholen/wierden/12364/de-morgenster/,Prot. christelijkBasisonderwijs257 leerlingen,257,Wierden,Middle School
5095,De Kluinveenschool,Kupersweg 13,/basisscholen/wierden/8609/de-kluinveenschool/,Prot. christelijkBasisonderwijs90 leerlingenIPC,90,Wierden,Middle School
5096,De Sjaloom,De Savornin Lohmanstraat 2,/basisscholen/wierden/12365/de-sjaloom/,Prot. christelijkBasisonderwijs192 leerlingen,192,Wierden,Middle School
5097,Openbare Jenaplanschool De Zilvermeeuw,Vogelzwin 23,/basisscholen/wieringerwerf/6273/openbare-jenaplanschool-de-zilvermeeuw/,OpenbaarBasisonderwijs71 leerlingenJenaplan,71,Wieringerwerf,Middle School
5098,Openbare Basisschool Triangel,Terpstraat 42,/basisscholen/wieringerwerf/10209/openbare-basisschool-triangel/,OpenbaarBasisonderwijs104 leerlingen,104,Wieringerwerf,Middle School
5099,Rooms Katholieke Basisschool Don Bosco,Terppad 1,/basisscholen/wieringerwerf/11711/rooms-katholieke-basisschool-don-bosco/,KatholiekBasisonderwijs232 leerlingen,232,Wieringerwerf,Middle School
5100,Basisschool Het Baken,Sternstraat 29,/basisscholen/wieringerwerf/8442/basisschool-het-baken/,Prot. christelijkBasisonderwijs86 leerlingen,86,Wieringerwerf,Middle School
5101,Kindcentrum Westwijzer,Blauwe Hof 4003,/basisscholen/wijchen/5161/kindcentrum-westwijzer/,Algemeen bijzonderBasisonderwijs377 leerlingen,377,Wijchen,Middle School
5102,De Buizerd,Buizerdstraat 235,/basisscholen/wijchen/9056/de-buizerd/,OpenbaarBasisonderwijs366 leerlingenJenaplan,366,Wijchen,Middle School
5103,Paulusschool v BSO,Roerdompstraat 76,/basisscholen/wijchen/5162/paulusschool-v-bso/,KatholiekBasisonderwijs203 leerlingen,203,Wijchen,Middle School
5104,kbs De Viersprong,Lijsterbesstraat 2,/basisscholen/wijchen/5163/kbs-de-viersprong/,KatholiekBasisonderwijs244 leerlingenNieuw / natuurlijk / conceptueel leren,244,Wijchen,Middle School
5105,Basisschool Antonius,Heumenseweg 46,/basisscholen/wijchen/9058/basisschool-antonius/,SamenwerkingBasisonderwijs92 leerlingen,92,Wijchen,Middle School
5106,Basisschool St Paschalis,Suikerbergseweg 2,/basisscholen/wijchen/5164/basisschool-st-paschalis/,KatholiekBasisonderwijs304 leerlingen,304,Wijchen,Middle School
5107,School voor Speciaal Basisonderwijs De Bolster,Homberg 2994,/basisscholen/wijchen/9061/school-voor-speciaal-basisonderwijs-de-bolster/,SamenwerkingSpeciaal basisonderwijs129 leerlingen,129,Wijchen,Middle School
5108,Het Zuiderpad Samenwerkingsschool,Oudelaan 2102,/basisscholen/wijchen/9062/het-zuiderpad-samenwerkingsschool/,Algemeen bijzonderBasisonderwijs323 leerlingen,323,Wijchen,Middle School
5109,Openbare Basisschool Trinoom,Diemewei 4505,/basisscholen/wijchen/5166/openbare-basisschool-trinoom/,OpenbaarBasisonderwijs779 leerlingenMontessori,779,Wijchen,Middle School
5110,Mijnpleinschool Wijhe,Stationsweg 7,/basisscholen/wijhe/9415/mijnpleinschool-wijhe/,SamenwerkingBasisonderwijs437 leerlingen,437,Wijhe,Middle School
5111,Openbare basisschool de Wije,Kolkweiden 2,/basisscholen/wijhe/10358/openbare-basisschool-de-wije/,OpenbaarBasisonderwijs143 leerlingen,143,Wijhe,Middle School
5112,Basisschool De Wegwijzer,Karolingersweg 147,/basisscholen/wijk-bij-duurstede/10335/basisschool-de-wegwijzer/,Prot. christelijkBasisonderwijs516 leerlingen,516,Wijk bij Duurstede,Middle School
5113,De Regenboog,Dukdalf 28,/basisscholen/wijk-bij-duurstede/10338/de-regenboog/,Prot. christelijkBasisonderwijs209 leerlingen,209,Wijk bij Duurstede,Middle School
5114,Brede school Het Anker,Hordenweg 7,/basisscholen/wijk-bij-duurstede/7457/brede-school-het-anker/,Algemeen bijzonderSpeciaal basisonderwijs57 leerlingen,57,Wijk bij Duurstede,Middle School
5115,OBS De Werkschuit,Notengaard 17,/basisscholen/wijk-bij-duurstede/7619/obs-de-werkschuit/,OpenbaarBasisonderwijs141 leerlingen,141,Wijk bij Duurstede,Middle School
5116,OBS Het Anker,Hordenweg 7,/basisscholen/wijk-bij-duurstede/11427/obs-het-anker/,OpenbaarBasisonderwijs194 leerlingen,194,Wijk bij Duurstede,Middle School
5117,De Horn,Overloop 2,/basisscholen/wijk-bij-duurstede/11428/de-horn/,OpenbaarBasisonderwijs274 leerlingen,274,Wijk bij Duurstede,Middle School
5118,Basisschool Windroos,Karolingersweg 147 A,/basisscholen/wijk-bij-duurstede/8024/basisschool-windroos/,Algemeen bijzonderBasisonderwijs151 leerlingenFreinet,151,Wijk bij Duurstede,Middle School
5119,Basisschool J. Henri Dunant,Tulpstraat 9,/basisscholen/wijk-en-aalburg/7452/basisschool-j-henri-dunant/,OpenbaarBasisonderwijs152 leerlingen,152,Wijk en Aalburg,Middle School
5120,Basisschool De Hoeksteen,Kerkverreweide 61,/basisscholen/wijk-en-aalburg/12053/basisschool-de-hoeksteen/,Prot. christelijkBasisonderwijs418 leerlingen,418,Wijk en Aalburg,Middle School
5121,Daniel De Brouwerschool,Lathmerweg 4,/basisscholen/wilp/4966/daniel-de-brouwerschool/,KatholiekSpeciaal onderwijs70 leerlingen,70,Wilp,Middle School
